Unnamed: 0,Flow ID, Source IP, Destination IP, Source Port, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,SimillarHTTP, Inbound, Label
745,172.16.0.5-192.168.50.1-634-25051-17,172.16.0.5,192.168.50.1,634,25051,17,51:40.0,48900,200,0,88000,0,440,440,440,0,0,0,0,0,1799591.00204498,4089.97955010224,245.72864321608,568.235863617103,4985,0,48900,245.72864321608,568.235863617103,4985,0,0,0,0,0,0,0,0,0,0,-200,0,4089.97955010225,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
1381,172.16.0.5-192.168.50.1-634-12606-17,172.16.0.5,192.168.50.1,634,12606,17,51:40.1,32323,200,0,88000,0,440,440,440,0,0,0,0,0,2722519.56810939,6187.5444729759,162.427135678392,197.6427075963,1451,0,32323,162.427135678392,197.6427075963,1451,0,0,0,0,0,0,0,0,0,0,-200,0,6187.54447297589,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
2185,172.16.0.5-192.168.50.1-809-47588-17,172.16.0.5,192.168.50.1,809,47588,17,51:40.1,81626,200,0,88000,0,440,440,440,0,0,0,0,0,1078087.86416092,2450.19969127483,410.180904522612,1724.7928575489,21228,1,81626,410.180904522612,1724.7928575489,21228,1,0,0,0,0,0,0,0,0,0,-200,0,2450.19969127483,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
1189,172.16.0.5-192.168.50.1-634-11191-17,172.16.0.5,192.168.50.1,634,11191,17,51:40.2,28950,200,0,88000,0,440,440,440,0,0,0,0,0,3039723.66148531,6908.46286701209,145.477386934673,162.386489465146,815,0,28950,145.477386934673,162.386489465146,815,0,0,0,0,0,0,0,0,0,0,-200,0,6908.46286701209,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
2111,172.16.0.5-192.168.50.1-634-9330-17,172.16.0.5,192.168.50.1,634,9330,17,51:40.2,39033,200,0,88000,0,440,440,440,0,0,0,0,0,2254502.60036379,5123.86954628135,196.145728643216,358.795239810189,4252,0,39033,196.145728643216,358.795239810189,4252,0,0,0,0,0,0,0,0,0,0,-200,0,5123.86954628135,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
733,172.16.0.5-192.168.50.1-634-60508-17,172.16.0.5,192.168.50.1,634,60508,17,51:40.2,28486,200,0,88000,0,440,440,440,0,0,0,0,0,3089236.81808607,7020.99276837744,143.145728643216,154.48266180164,785,0,28486,143.145728643216,154.48266180164,785,0,0,0,0,0,0,0,0,0,0,-200,0,7020.99276837744,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
741,172.16.0.5-192.168.50.1-634-63045-17,172.16.0.5,192.168.50.1,634,63045,17,51:40.2,30589,200,0,88000,0,440,440,440,0,0,0,0,0,2876851.15564418,6538.29808100951,153.713567839195,179.338834451037,966,0,30589,153.713567839195,179.338834451037,966,0,0,0,0,0,0,0,0,0,0,-200,0,6538.29808100951,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
122,172.16.0.5-192.168.50.1-0-0-0,172.16.0.5,192.168.50.1,0,0,0,51:40.2,119819608,1014,196,0,0,0,0,0,0,0,0,0,0,0,10.0985140929521,99106.375516956,518739.438384019,5975581,0,119819608,118281.942744323,564765.187262111,5975678,0,119300851,611799.235897435,1370228.53015838,5975760,0,0,0,0,0,0,0,8.46272172748219,1.63579236546993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,0,196,0,-1,-1,0,0,3649857.5,1059666.38508326,4024592,1027317,5914329.25,172958.840730347,5975581,5486278,0,1,DrDoS_DNS
520,172.16.0.5-192.168.50.1-634-44802-17,172.16.0.5,192.168.50.1,634,44802,17,51:40.2,35172,200,0,88000,0,440,440,440,0,0,0,0,0,2501990.21949277,5686.34140793813,176.743718592964,206.924691439944,1273,0,35172,176.743718592964,206.924691439944,1273,0,0,0,0,0,0,0,0,0,0,-200,0,5686.34140793813,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
1858,172.16.0.5-192.168.50.1-634-3192-17,172.16.0.5,192.168.50.1,634,3192,17,51:40.2,32880,200,0,88000,0,440,440,440,0,0,0,0,0,2676399.02676399,6082.72506082725,165.226130653266,192.327146900671,895,0,32880,165.226130653266,192.327146900671,895,0,0,0,0,0,0,0,0,0,0,-200,0,6082.72506082725,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
2113,172.16.0.5-192.168.50.1-634-11970-17,172.16.0.5,192.168.50.1,634,11970,17,51:40.3,36052,200,0,88000,0,440,440,440,0,0,0,0,0,2440918.67302784,5547.54243869965,181.165829145728,213.6731376087,1208,1,36052,181.165829145728,213.6731376087,1208,1,0,0,0,0,0,0,0,0,0,-200,0,5547.54243869965,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,-200,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
873,172.16.0.5-192.168.50.1-634-15612-17,172.16.0.5,192.168.50.1,634,15612,17,51:40.3,40926,200,0,88000,0,440,440,440,0,0,0,0,0,2150222.35253872,4886.86898304256,205.658291457286,353.078830324516,3523,1,40926,205.658291457286,353.078830324516,3523,1,0,0,0,0,0,0,0,0,0,3364,0,4886.86898304256,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,3364,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,-1,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
0,172.16.0.5-192.168.50.1-48621-22-6,192.168.50.1,172.16.0.5,22,48621,6,51:40.3,5197051,10,7,408,440,68,0,40.8,35.1150490056139,84,0,62.8571428571428,31.5564497973001,163.169458987414,3.27108585234203,324815.6875,685737.42379356,2316018,0,4808335,534259.444444444,867597.998970593,2316018,1,4799952,799992,1254251.52886907,2704857,0,1,0,0,0,320,224,1.92416814843648,1.34691770390554,0,84,50.8888888888888,33.768918686879,1140.33986928104,0,0,1,0,0,1,0,0,0,53.8823529411764,40.8,62.8571428571428,320,0,0,0,0,0,0,10,408,7,440,247,259,5,32,0,0,0,0,0,0,0,0,0,0,DrDoS_DNS
2738,172.16.0.5-192.168.50.1-634-46719-17,172.16.0.5,192.168.50.1,634,46719,17,51:40.3,37616,200,0,88000,0,440,440,440,0,0,0,0,0,2339430.02977456,5316.88643130582,189.02512562814,234.923358170274,1315,0,37616,189.02512562814,234.923358170274,1315,0,0,0,0,0,0,0,0,0,0,5104,0,5316.88643130582,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,5104,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,8,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
2844,172.16.0.5-192.168.50.1-634-7674-17,172.16.0.5,192.168.50.1,634,7674,17,51:40.3,31111,200,0,88000,0,440,440,440,0,0,0,0,0,2828581.53064832,6428.59438783709,156.336683417085,169.640059267074,805,0,31111,156.336683417085,169.640059267074,805,0,0,0,0,0,0,0,0,0,0,4048,0,6428.5943878371,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,4048,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,8,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
1925,172.16.0.5-192.168.50.1-634-39071-17,172.16.0.5,192.168.50.1,634,39071,17,51:40.4,31529,200,0,88000,0,440,440,440,0,0,0,0,0,2791081.22680706,6343.36642456151,158.437185929648,190.942412451631,1320,0,31529,158.437185929648,190.942412451631,1320,0,0,0,0,0,0,0,0,0,0,2920,0,6343.36642456151,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,2920,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,8,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
2911,172.16.0.5-192.168.50.1-634-37616-17,172.16.0.5,192.168.50.1,634,37616,17,51:40.4,36694,200,0,88000,0,440,440,440,0,0,0,0,0,2398212.24178339,5450.48236768954,184.391959798995,239.566479535111,1395,1,36694,184.391959798995,239.566479535111,1395,1,0,0,0,0,0,0,0,0,0,3160,0,5450.48236768954,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,3160,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,8,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
123,192.168.50.8-125.56.201.115-59099-80-6,192.168.50.8,125.56.201.115,59099,80,6,51:40.4,110861755,26,26,616,768,297,0,23.6923076923076,80.4600617602393,384,0,29.5384615384615,104.350651466765,12.4840166926818,0.469052650303073,2173759.90196078,4077410.19704399,10007500,1,110682172,4427286.88,5073189.97318001,10186860,1,110682226,4427289.04,5104590.62334894,10188237,1,0,0,0,0,520,784,0.234526325151536,0.234526325151536,0,384,26.1320754716981,91.479303614754,8368.46298984035,0,0,0,0,0,1,0,0,1,26.6346153846153,23.6923076923076,29.5384615384615,520,0,0,0,0,0,0,26,616,26,768,16329,245,23,20,198805.454545454,64223.3389857046,392446,179351,9863210.09090909,413171.813769152,10007500,8632089,detectportal.firefox.com/success.txt,0,BENIGN
2371,172.16.0.5-192.168.50.1-634-64682-17,172.16.0.5,192.168.50.1,634,64682,17,51:40.4,39164,200,0,88000,0,440,440,440,0,0,0,0,0,2246961.49525074,5106.73067102441,196.804020100502,326.908517126146,3551,0,39164,196.804020100502,326.908517126146,3551,0,0,0,0,0,0,0,0,0,0,2992,0,5106.73067102441,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,2992,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,8,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
1417,172.16.0.5-192.168.50.1-634-587-17,172.16.0.5,192.168.50.1,634,587,17,51:40.4,38512,200,0,88000,0,440,440,440,0,0,0,0,0,2285002.07727461,5193.18653926049,193.527638190954,256.681892484145,1693,1,38512,193.527638190954,256.681892484145,1693,1,0,0,0,0,0,0,0,0,0,1600,0,5193.18653926049,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,1600,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,8,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
2742,172.16.0.5-192.168.50.1-634-31123-17,172.16.0.5,192.168.50.1,634,31123,17,51:40.5,67199,200,0,88000,0,440,440,440,0,0,0,0,0,1309543.29677524,2976.23476539829,337.683417085427,549.320291913066,4860,1,67199,337.683417085427,549.320291913066,4860,1,0,0,0,0,0,0,0,0,0,2896,0,2976.23476539829,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,2896,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,8,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
23,192.168.50.8-54.218.239.186-59102-443-6,192.168.50.8,54.218.239.186,59102,443,6,51:40.5,40335006,9,10,8,62,1,0,0.888888888888888,0.333333333333333,31,0,6.2,13.0707476620293,1.73546521847548,0.471054845014774,2240833.66666666,4264279.76527651,10018634,1,40335006,5041875.75,5390054.20936433,10108818,1,40244490,4471610,5302932.05007625,10108919,1,0,0,0,0,180,200,0.223131242375419,0.247923602639355,0,31,3.55,9.4003079456837,88.3657894736842,0,0,0,0,0,1,0,0,1,3.73684210526315,0.888888888888888,6.2,180,0,0,0,0,0,0,9,8,10,62,63979,31320,7,20,90226.5,43.5545634807651,90287,90185,9993447.25,40495.7537146386,10018634,9933709,0,0,BENIGN
3319,172.16.0.5-192.168.50.1-634-13463-17,172.16.0.5,192.168.50.1,634,13463,17,51:40.5,79523,200,0,88000,0,440,440,440,0,0,0,0,0,1106598.09111829,2514.99566163248,399.613065326633,712.237664645409,7287,1,79523,399.613065326633,712.237664645409,7287,1,0,0,0,0,0,0,0,0,0,4972,0,2514.99566163248,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,4972,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
1488,172.16.0.5-192.168.50.1-634-47597-17,172.16.0.5,192.168.50.1,634,47597,17,51:40.5,40977,200,0,88000,0,440,440,440,0,0,0,0,0,2147546.18444493,4880.78678282939,205.914572864321,531.618367463862,5294,0,40977,205.914572864321,531.618367463862,5294,0,0,0,0,0,0,0,0,0,0,5464,0,4880.78678282939,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,5464,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
1904,172.16.0.5-192.168.50.1-634-29575-17,172.16.0.5,192.168.50.1,634,29575,17,51:40.6,47233,200,0,88000,0,440,440,440,0,0,0,0,0,1863104.18563292,4234.32769462028,237.351758793969,584.241939026631,5262,1,47233,237.351758793969,584.241939026631,5262,1,0,0,0,0,0,0,0,0,0,4144,0,4234.32769462028,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,4144,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
232,172.16.0.5-192.168.50.1-634-15125-17,172.16.0.5,192.168.50.1,634,15125,17,51:40.6,111137,200,0,88000,0,440,440,440,0,0,0,0,0,791815.506986872,1799.58069769743,558.477386934673,1586.5498359843,17707,1,111137,558.477386934673,1586.5498359843,17707,1,0,0,0,0,0,0,0,0,0,4720,0,1799.58069769743,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,4720,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
2836,172.16.0.5-192.168.50.1-634-46539-17,172.16.0.5,192.168.50.1,634,46539,17,51:40.6,47852,200,0,88000,0,440,440,440,0,0,0,0,0,1839003.59441611,4179.55362367299,240.462311557788,734.727309640797,7091,1,47852,240.462311557788,734.727309640797,7091,1,0,0,0,0,0,0,0,0,0,4120,0,4179.55362367299,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,4120,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
1444,172.16.0.5-192.168.50.1-634-17872-17,172.16.0.5,192.168.50.1,634,17872,17,51:40.7,29224,200,0,88000,0,440,440,440,0,0,0,0,0,3011223.65179304,6843.69011771147,146.854271356783,152.453648757719,576,1,29224,146.854271356783,152.453648757719,576,1,0,0,0,0,0,0,0,0,0,6400,0,6843.69011771147,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,6400,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,32,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
2212,172.16.0.5-192.168.50.1-634-57620-17,172.16.0.5,192.168.50.1,634,57620,17,51:40.7,29172,200,0,88000,0,440,440,440,0,0,0,0,0,3016591.25188536,6855.88920883038,146.59296482412,265.969277770822,3255,0,29172,146.59296482412,265.969277770822,3255,0,0,0,0,0,0,0,0,0,0,5032,0,6855.88920883038,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,5032,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
703,172.16.0.5-192.168.50.1-634-15218-17,172.16.0.5,192.168.50.1,634,15218,17,51:40.7,29212,200,0,88000,0,440,440,440,0,0,0,0,0,3012460.63261673,6846.5014377653,146.793969849246,149.413779616242,405,0,29212,146.793969849246,149.413779616242,405,0,0,0,0,0,0,0,0,0,0,4000,0,6846.5014377653,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,4000,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
811,172.16.0.5-192.168.50.1-634-42291-17,172.16.0.5,192.168.50.1,634,42291,17,51:40.7,70290,200,0,88000,0,440,440,440,0,0,0,0,0,1251956.18153364,2845.35495803101,353.216080402009,388.983288237416,1854,0,70290,353.216080402009,388.983288237416,1854,0,0,0,0,0,0,0,0,0,0,4000,0,2845.35495803101,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,4000,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
2133,172.16.0.5-192.168.50.1-634-58492-17,172.16.0.5,192.168.50.1,634,58492,17,51:40.8,29130,200,0,88000,0,440,440,440,0,0,0,0,0,3020940.61105389,6865.77411603158,146.381909547738,149.967117184865,399,1,29130,146.381909547738,149.967117184865,399,1,0,0,0,0,0,0,0,0,0,4000,0,6865.77411603158,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,4000,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,20,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
1187,172.16.0.5-192.168.50.1-634-62964-17,172.16.0.5,192.168.50.1,634,62964,17,51:40.8,66949,200,0,88000,0,440,440,440,0,0,0,0,0,1314433.37465832,2987.34857876891,336.427135678392,386.064922926807,2089,0,66949,336.427135678392,386.064922926807,2089,0,0,0,0,0,0,0,0,0,0,1720,0,2987.34857876891,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,1720,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,0,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
1995,172.16.0.5-192.168.50.1-634-37082-17,172.16.0.5,192.168.50.1,634,37082,17,51:40.8,29086,200,0,88000,0,440,440,440,0,0,0,0,0,3025510.55490614,6876.16035205941,146.1608040201,148.485670061092,423,0,29086,146.1608040201,148.485670061092,423,0,0,0,0,0,0,0,0,0,0,3600,0,6876.16035205941,0,440,440,440,0,0,0,0,0,0,0,0,0,0,0,442.2,440,0,3600,0,0,0,0,0,0,200,88000,0,0,-1,-1,199,0,0,0,0,0,0,0,0,0,0,1,DrDoS_DNS
